"individual","variable","time_idx","value","time"
136,1,1,-0.00800980512817659,0
137,1,1,0.00881950420119631,0
138,1,1,-0.0110233723063667,0
139,1,1,0.0538431709669226,0
140,1,1,0.0322323702680771,0
141,1,1,0.13502957552198,0
142,1,1,0.0898971840683446,0
143,1,1,-0.00598018811116329,0
144,1,1,0.136595992719868,0
145,1,1,0.206482970969673,0
146,1,1,0.0894312592996851,0
147,1,1,-2.51937597231312e-05,0
148,1,1,0.163363036214614,0
149,1,1,-0.0206481079692427,0
150,1,1,0.0927586214514313,0
151,1,1,0.165436829108971,0
152,1,1,0.00473690261124687,0
153,1,1,-0.0137788167291382,0
154,1,1,0.225378031062939,0
155,1,1,0.023984796734512,0
156,1,1,0.0151761655303604,0
157,1,1,-0.00359165077565996,0
158,1,1,0.0350976261250988,0
159,1,1,0.011179828247996,0
160,1,1,0.173725918330623,0
161,1,1,0.254195724402816,0
162,1,1,-0.0131254350281682,0
163,1,1,-0.00172582794252867,0
164,1,1,0.185238554259882,0
165,1,1,0.143111109774587,0
166,1,1,0.153979037335656,0
167,1,1,0.189680122018142,0
168,1,1,0.0018392993831411,0
169,1,1,0.160019405140061,0
170,1,1,-0.00208507174353963,0
171,1,1,0.0803253178454622,0
172,1,1,0.106482626008305,0
173,1,1,-0.0159696625422166,0
174,1,1,-0.000363700655615511,0
175,1,1,0.0905855323751439,0
176,1,1,0.257530231796705,0
177,1,1,0.195917418892242,0
178,1,1,-0.0161531379857489,0
179,1,1,0.163954614154848,0
180,1,1,0.240907053021252,0
181,1,1,0.0135429821112101,0
182,1,1,0.0120660543009173,0
183,1,1,-0.0212854455487976,0
184,1,1,0.0913218902743498,0
185,1,1,-0.00681018780905307,0
186,1,1,0.0255671653188136,0
187,1,1,-0.0380877939008913,0
188,1,1,0.126167980910814,0
189,1,1,0.128249278663916,0
190,1,1,0.0131231012302761,0
191,1,1,-0.0142087117181568,0
192,1,1,0.0125582963172558,0
193,1,1,0.0219670412835392,0
194,1,1,-0.00248991347211074,0
195,1,1,-0.0255595552764245,0
196,1,1,0.0076831222920906,0
197,1,1,0.123245727551982,0
198,1,1,0.299528620205398,0
199,1,1,-0.0129192133250639,0
200,1,1,0.0265164068898146,0
1,2,1,0.553871754704117,0
2,2,1,0.3712662824573,0
3,2,1,0.293863333532524,0
4,2,1,0.539505782955321,0
5,2,1,0.214699868932573,0
6,2,1,0.414301744813114,0
7,2,1,0.756506518688342,0
8,2,1,0.524789465191949,0
9,2,1,0.320810149248468,0
10,2,1,0.37897366776209,0
11,2,1,0.103098554366284,0
12,2,1,0.574101779529349,0
13,2,1,0.29779945139031,0
14,2,1,0.451903805202638,0
15,2,1,0.68722033214725,0
16,2,1,0.197602500182583,0
17,2,1,0.509558020813251,0
18,2,1,0.249267756214402,0
19,2,1,0.199791498426073,0
20,2,1,0.151601273015307,0
21,2,1,0.863115846090632,0
22,2,1,0.374194679375019,0
23,2,1,0.462047071915343,0
24,2,1,0.516421119383098,0
25,2,1,0.354523382691739,0
26,2,1,1.38590241905979,0
27,2,1,0.143146182365693,0
28,2,1,0.117059516219781,0
29,2,1,0.54981387936062,0
30,2,1,0.275763350169526,0
31,2,1,0.721564599550914,0
32,2,1,0.0804486053756898,0
33,2,1,0.632798198879185,0
34,2,1,0.0208907258868337,0
35,2,1,0.251589345259896,0
36,2,1,0.263261274609751,0
37,2,1,0.35943275661831,0
38,2,1,0.473042126007168,0
39,2,1,0.462576766381225,0
40,2,1,0.209995656306405,0
41,2,1,0.561724768387661,0
42,2,1,0.799459759771711,0
43,2,1,0.720323095388464,0
44,2,1,0.295067065773061,0
45,2,1,0.836992334521143,0
46,2,1,0.370027218104506,0
47,2,1,0.490995491741068,0
48,2,1,0.401134753437243,0
49,2,1,0.386369311576355,0
50,2,1,0.519937949928945,0
51,2,1,0.666456586907647,0
52,2,1,0.811109110401457,0
53,2,1,0.276510422218114,0
54,2,1,0.566445669800006,0
55,2,1,0.360703297717133,0
56,2,1,0.367458578898165,0
57,2,1,0.714523045972425,0
58,2,1,0.210956867309815,0
59,2,1,0.355689008838813,0
60,2,1,0.450562507435683,0
61,2,1,0.510802641319537,0
62,2,1,0.133145652527671,0
63,2,1,0.466558537009638,0
64,2,1,1.01843676113391,0
65,2,1,0.0332076907246145,0
66,2,1,-0.0946992406713999,0
67,2,1,0.421752950192679,0
68,2,1,0.484450695359349,0
69,2,1,0.726890921727525,0
70,2,1,0.0218852813313012,0
71,2,1,0.151837262578441,0
72,2,1,0.270227672628588,0
73,2,1,0.660973094236032,0
74,2,1,0.728317443228369,0
75,2,1,0.0234839961757108,0
76,2,1,0.273116418331418,0
77,2,1,0.585015401205352,0
78,2,1,0.244204778021499,0
79,2,1,0.163305686834667,0
80,2,1,0.472974706576771,0
81,2,1,0.314767519290003,0
82,2,1,0.940922640428797,0
83,2,1,0.515557411188786,0
84,2,1,0.505260937400737,0
85,2,1,0.122804379546665,0
86,2,1,-0.0694793011570475,0
87,2,1,0.438275818177986,0
88,2,1,0.294587893999137,0
89,2,1,0.621767168713874,0
90,2,1,1.07539790702457,0
91,2,1,0.241791465079805,0
92,2,1,0.317664527648826,0
93,2,1,0.297924421311083,0
94,2,1,1.19088279034834,0
95,2,1,0.554273967557688,0
96,2,1,0.287235346163899,0
97,2,1,0.253768295121699,0
98,2,1,0.82051877156702,0
99,2,1,0.0982286989616946,0
100,2,1,0.428772365225885,0
101,2,1,0.57594671430436,0
102,2,1,0.592598991538194,0
103,2,1,0.375278800137464,0
104,2,1,0.500691489392623,0
105,2,1,0.54631842201141,0
106,2,1,0.335768326836592,0
107,2,1,0.590128928564918,0
108,2,1,0.762996261082436,0
109,2,1,0.464606397503563,0
110,2,1,0.611190029868484,0
111,2,1,0.140388572098168,0
112,2,1,0.54758301404617,0
113,2,1,0.353106235278149,0
114,2,1,0.597126571507089,0
115,2,1,0.403571284276956,0
116,2,1,0.398222238819344,0
117,2,1,0.842675306955569,0
118,2,1,0.469365463062162,0
119,2,1,0.257285277473474,0
120,2,1,0.376020341528263,0
121,2,1,0.668167523656979,0
122,2,1,0.609992711427329,0
123,2,1,0.51441988729673,0
124,2,1,0.20035337655059,0
125,2,1,0.178427439773586,0
126,2,1,0.130498276728145,0
127,2,1,0.224522066019477,0
128,2,1,0.230484951095874,0
129,2,1,0.719287566757401,0
130,2,1,0.713346470562131,0
131,2,1,0.801342131761485,0
132,2,1,0.256785378814795,0
133,2,1,0.430145933667246,0
134,2,1,0.0563166036119553,0
135,2,1,0.818063355646389,0
136,2,1,0.471037478560728,0
137,2,1,0.220166002513924,0
138,2,1,0.508610964378188,0
139,2,1,0.184123251642926,0
140,2,1,0.857467201335823,0
141,2,1,0.458177511367029,0
142,2,1,0.101822698086046,0
143,2,1,0.402460596305825,0
144,2,1,0.287723934199136,0
145,2,1,0.609325659277574,0
146,2,1,0.146992489269821,0
147,2,1,0.352841677819568,0
148,2,1,0.308209979053226,0
149,2,1,0.507036903108744,0
150,2,1,0.150734604939865,0
151,2,1,0.276472456193321,0
152,2,1,0.263706407380153,0
153,2,1,0.472283253311328,0
154,2,1,0.36703388100953,0
155,2,1,0.990442415248566,0
156,2,1,0.735169395511874,0
157,2,1,0.30208203504702,0
158,2,1,0.0919297327023494,0
159,2,1,0.0306551966807811,0
160,2,1,0.323783268420231,0
161,2,1,0.758039263157349,0
162,2,1,0.76907595972231,0
163,2,1,0.399870275307043,0
164,2,1,0.337310243898757,0
165,2,1,0.312071657737138,0
166,2,1,0.297096250903493,0
167,2,1,0.562485339573073,0
168,2,1,0.413262482112239,0
169,2,1,0.607783721437609,0
170,2,1,0.0713827058914451,0
171,2,1,0.176770244013102,0
172,2,1,0.419574069521994,0
173,2,1,0.526638238846721,0
174,2,1,0.750049968989511,0
175,2,1,0.150673993909734,0
176,2,1,0.391359464001335,0
177,2,1,0.392627985817964,0
178,2,1,0.457900366790711,0
179,2,1,0.462361425667562,0
180,2,1,0.498799127656407,0
181,2,1,0.419181119654512,0
182,2,1,0.433804580430135,0
183,2,1,0.754289204449025,0
184,2,1,0.170115613932226,0
185,2,1,0.0263706995578473,0
186,2,1,0.266013461829288,0
187,2,1,0.596225107869994,0
188,2,1,0.466954970550971,0
189,2,1,0.222754601785552,0
190,2,1,-0.0147970548636266,0
191,2,1,0.0542102298025685,0
192,2,1,0.118876865811937,0
193,2,1,0.22463490550514,0
194,2,1,0.0836890293846311,0
195,2,1,0.299945624932821,0
196,2,1,0.336896781413406,0
197,2,1,0.262447904452202,0
198,2,1,0.465191447113979,0
199,2,1,0.966045539169712,0
200,2,1,0.354630513929817,0
1,3,1,0.00592016187547907,0
2,3,1,0.372932941622042,0
3,3,1,0.136006853583074,0
4,3,1,0.0443932144526808,0
5,3,1,-0.0212041900601869,0
6,3,1,-0.0368195684916904,0
7,3,1,-0.0168211364782242,0
8,3,1,0.368102255550359,0
9,3,1,0.0212968650710833,0
10,3,1,-0.0256830410379787,0
11,3,1,0.0704889714458427,0
12,3,1,-0.0146269242484092,0
13,3,1,0.00972068954917642,0
14,3,1,0.235602181036263,0
15,3,1,0.132899857173652,0
16,3,1,-0.00928280419681463,0
17,3,1,0.000295924871025052,0
18,3,1,0.157426240063971,0
19,3,1,0.153830158016,0
20,3,1,0.0472432954458433,0
21,3,1,0.0145181602228084,0
22,3,1,0.153906701803404,0
23,3,1,-0.0110451845783408,0
24,3,1,0.129138372544189,0
25,3,1,0.136772765348274,0
26,3,1,-0.00461779326945629,0
27,3,1,0.247640160162931,0
28,3,1,0.17860329774357,0
29,3,1,0.0092481006259328,0
30,3,1,0.0180328570993725,0
31,3,1,0.0192221016565644,0
32,3,1,0.0168547679556796,0
33,3,1,0.256247246278976,0
34,3,1,-0.000775055040353152,0
35,3,1,-0.00908364210130401,0
36,3,1,-0.0210848028973418,0
37,3,1,0.21206078585613,0
38,3,1,-0.0370803390447302,0
39,3,1,0.183118427259802,0
40,3,1,-0.0288843743136865,0
41,3,1,0.073052949862013,0
42,3,1,0.00516861850855495,0
43,3,1,0.191108860973259,0
44,3,1,0.159228784047916,0
45,3,1,0.0687120049675605,0
46,3,1,0.110779892116461,0
47,3,1,0.247029925828247,0
48,3,1,0.158368642175496,0
49,3,1,0.04256867627883,0
50,3,1,-0.00819426688255412,0
51,3,1,0.0980948640691623,0
52,3,1,0.253300218015008,0
53,3,1,-0.0133367337520451,0
54,3,1,-0.00522781925783688,0
55,3,1,0.00710285741202289,0
56,3,1,0.13969595505603,0
57,3,1,-0.00379133713075318,0
58,3,1,0.000744146477303763,0
59,3,1,0.0369749032606327,0
60,3,1,0.230685729944215,0
61,3,1,-0.0108548021068171,0
62,3,1,0.192662959958487,0
63,3,1,0.0206252007761724,0
64,3,1,0.000151782906619605,0
65,3,1,-0.0144414872403099,0
66,3,1,-0.026442093779009,0
67,3,1,0.118092601138921,0
68,3,1,0.000478477745479528,0
69,3,1,1.17731602593863e-05,0
70,3,1,-0.00310228863435679,0
71,3,1,0.00119077260816688,0
72,3,1,0.00382193141478738,0
73,3,1,0.00675330569870558,0
74,3,1,-0.0161391292197012,0
75,3,1,0.0635567576981794,0
76,3,1,0.13322718004209,0
77,3,1,0.1655274038434,0
78,3,1,0.1957807451485,0
79,3,1,0.203514038052809,0
80,3,1,0.136335810458946,0
81,3,1,-0.0285712886518401,0
82,3,1,0.0366265849199895,0
83,3,1,0.0371735772474854,0
84,3,1,0.0886235087882441,0
85,3,1,-0.0222108724880319,0
86,3,1,0.0195885128760133,0
87,3,1,0.0045756814733107,0
88,3,1,-0.00448791280141301,0
89,3,1,0.0655691596435142,0
90,3,1,0.0303420754341429,0
91,3,1,0.0391741670664998,0
92,3,1,0.369397681172907,0
93,3,1,-0.00775568709208806,0
94,3,1,0.0192998252483735,0
95,3,1,0.191395380972378,0
96,3,1,-0.0255962811675237,0
97,3,1,0.204338174320077,0
98,3,1,0.00184629951535977,0
99,3,1,-0.00919891927720025,0
100,3,1,-0.00124459414421774,0
101,3,1,0.00731457146589901,0
102,3,1,0.190089737233094,0
103,3,1,-0.0101538371207564,0
104,3,1,0.025814132317221,0
105,3,1,0.136224114462399,0
106,3,1,0.135379151046954,0
107,3,1,-0.02781317301318,0
108,3,1,0.231623296320962,0
109,3,1,0.186762483611169,0
110,3,1,0.0797029452160403,0
111,3,1,0.257002143910539,0
112,3,1,0.138884462083641,0
113,3,1,0.137918402881488,0
114,3,1,0.153782813987909,0
115,3,1,0.0120896203402493,0
116,3,1,0.211600602583623,0
117,3,1,0.00765600220589401,0
118,3,1,-0.0464783580388782,0
119,3,1,-0.00414939875271797,0
120,3,1,0.00282080339677922,0
121,3,1,0.047858153357096,0
122,3,1,0.15345591104877,0
123,3,1,0.220020903463195,0
124,3,1,0.170577427656062,0
125,3,1,-0.0214692990533233,0
126,3,1,0.446604198189698,0
127,3,1,0.033592643629261,0
128,3,1,0.0735105032094314,0
129,3,1,0.169293882677732,0
130,3,1,0.139502970563815,0
131,3,1,0.152704757618696,0
132,3,1,0.0865921254136368,0
133,3,1,0.174073043432551,0
134,3,1,0.00397816946810351,0
135,3,1,0.0322467860029048,0
136,3,1,0.0221484752524297,0
137,3,1,-0.0184629987397723,0
138,3,1,0.122572810544685,0
139,3,1,0.159899947975292,0
140,3,1,-0.0243323092669369,0
141,3,1,0.0228371771411652,0
142,3,1,-0.0162827194772187,0
143,3,1,0.170112248092469,0
144,3,1,0.2258179265978,0
145,3,1,0.162398596312635,0
146,3,1,-0.00784906007960589,0
147,3,1,0.0133475375062328,0
148,3,1,-0.0158981333841792,0
149,3,1,0.0680659136376713,0
150,3,1,0.196203189058197,0
151,3,1,0.2259176100292,0
152,3,1,0.159075425277109,0
153,3,1,0.0065617969123868,0
154,3,1,0.36323353263778,0
155,3,1,0.208898107242627,0
156,3,1,0.0164986648859413,0
157,3,1,-0.0264972854885003,0
158,3,1,0.103463209809688,0
159,3,1,0.17805915810773,0
160,3,1,0.022135343951584,0
161,3,1,-0.00398447733266213,0
162,3,1,0.145449328790362,0
163,3,1,0.197328072611203,0
164,3,1,0.0341214182678312,0
165,3,1,0.150672061388477,0
166,3,1,0.0155836963060444,0
167,3,1,-0.0197725660783009,0
168,3,1,0.0866900998501187,0
169,3,1,0.051891572892385,0
170,3,1,-0.0218693472490268,0
171,3,1,0.0208024891092759,0
172,3,1,0.224956898112305,0
173,3,1,0.231866554602839,0
174,3,1,-0.00578902906037336,0
175,3,1,0.134008264352659,0
176,3,1,0.0122554414297567,0
177,3,1,0.0399287478575535,0
178,3,1,-0.0202395787359,0
179,3,1,-0.0397638571939725,0
180,3,1,-0.0160343132228044,0
181,3,1,0.179721759970876,0
182,3,1,0.105927124926969,0
183,3,1,0.0626982616503322,0
184,3,1,0.21938402997369,0
185,3,1,0.0414101334466061,0
186,3,1,-0.00717523929580309,0
187,3,1,0.00852805510302037,0
188,3,1,-0.0429013801379605,0
189,3,1,-0.0221351813907979,0
190,3,1,0.226747297751712,0
191,3,1,-0.0395645907918867,0
192,3,1,-0.017778187247082,0
193,3,1,0.0147540931808245,0
194,3,1,0.0174302918475203,0
195,3,1,0.0383784280054269,0
196,3,1,0.054311677287784,0
197,3,1,0.0102902629153678,0
198,3,1,0.0280621723416384,0
199,3,1,-0.0686594549107479,0
200,3,1,0.276542859200998,0
1,4,1,0.590225536559139,0
2,4,1,1.23857389053924,0
3,4,1,0.270932216588484,0
4,4,1,0.134511636014937,0
5,4,1,0.248969596648671,0
6,4,1,0.456888136557694,0
7,4,1,0.412691854669813,0
8,4,1,0.739710230612979,0
9,4,1,0.0239647782506578,0
10,4,1,0.261430326787664,0
11,4,1,0.167852069398423,0
12,4,1,0.252043150988269,0
13,4,1,0.161017689240059,0
14,4,1,0.439582667527788,0
15,4,1,0.415766205093681,0
16,4,1,0.0796555613376373,0
17,4,1,0.55938694047167,0
18,4,1,0.446542222961773,0
19,4,1,0.25344084577367,0
20,4,1,0.182712562610582,0
21,4,1,0.0594918096328171,0
22,4,1,0.260333070615916,0
23,4,1,0.283518057441458,0
24,4,1,0.331679078318567,0
25,4,1,0.34048338878883,0
26,4,1,0.0765863162430109,0
27,4,1,0.500163979614267,0
28,4,1,0.566553626811212,0
29,4,1,0.648168402062276,0
30,4,1,0.964833498178777,0
31,4,1,0.052739353970623,0
32,4,1,0.00764183432970817,0
33,4,1,0.405883425929099,0
34,4,1,0.942118061995534,0
35,4,1,0.515640592031334,0
36,4,1,0.805726066557257,0
37,4,1,0.734341814494793,0
38,4,1,0.518008494271638,0
39,4,1,0.359522508667832,0
40,4,1,0.0545526137860147,0
41,4,1,0.247151388392113,0
42,4,1,0.45802925128493,0
43,4,1,0.616814239887637,0
44,4,1,0.457091503871469,0
45,4,1,0.116286616863101,0
46,4,1,0.403308190323595,0
47,4,1,0.733879510238988,0
48,4,1,0.542665922160263,0
49,4,1,0.152596713435188,0
50,4,1,0.101889380880318,0
51,4,1,0.411433983894345,0
52,4,1,0.879108564962904,0
53,4,1,0.199744570053926,0
54,4,1,0.556905621628909,0
55,4,1,0.360958284773748,0
56,4,1,0.521725335970062,0
57,4,1,0.712589917296607,0
58,4,1,0.541153412044346,0
59,4,1,0.228470244894382,0
60,4,1,0.725465773245914,0
61,4,1,0.370617329054695,0
62,4,1,0.29760883343436,0
63,4,1,0.0944966185330202,0
64,4,1,0.262635706011168,0
65,4,1,0.21010142999596,0
66,4,1,0.748795660955672,0
67,4,1,0.282317900718158,0
68,4,1,0.570617294841775,0
69,4,1,0.816267959698055,0
70,4,1,0.513454598606337,0
71,4,1,0.383671410179872,0
72,4,1,0.420035483333743,0
73,4,1,0.658267830638391,0
74,4,1,0.424452024302969,0
75,4,1,0.202737778528547,0
76,4,1,0.475037601113466,0
77,4,1,0.496851732700418,0
78,4,1,0.321327674848163,0
79,4,1,0.35267540738062,0
80,4,1,0.502889926395802,0
81,4,1,0.429428187146127,0
82,4,1,0.134513626275314,0
83,4,1,0.206546040680484,0
84,4,1,0.346040618764743,0
85,4,1,0.429872172211325,0
86,4,1,0.572647769890113,0
87,4,1,0.600153226499727,0
88,4,1,1.0328368404378,0
89,4,1,0.197797264818912,0
90,4,1,0.436196286368968,0
91,4,1,0.625192120671931,0
92,4,1,1.06998238627377,0
93,4,1,0.0177397264183625,0
94,4,1,0.487548466212036,0
95,4,1,0.2817399932965,0
96,4,1,0.241011058115534,0
97,4,1,0.414017582584332,0
98,4,1,1.03672854450366,0
99,4,1,0.48579553325607,0
100,4,1,0.0977715144030765,0
101,4,1,0.214770429566185,0
102,4,1,0.757370653988423,0
103,4,1,0.36498959810076,0
104,4,1,0.45502506368119,0
105,4,1,0.471776476832659,0
106,4,1,0.43462046080761,0
107,4,1,0.812249371503034,0
108,4,1,0.432920805428771,0
109,4,1,0.484498071162979,0
110,4,1,0.246780896835228,0
111,4,1,0.515305297753329,0
112,4,1,0.311364286039693,0
113,4,1,0.262591835407698,0
114,4,1,0.350081857916355,0
115,4,1,0.375177727084685,0
116,4,1,0.709994297360574,0
117,4,1,0.948449388774241,0
118,4,1,-0.182248385442723,0
119,4,1,0.545906911037849,0
120,4,1,0.227748265654753,0
121,4,1,0.441447098019235,0
122,4,1,0.318098613108775,0
123,4,1,0.634276111295243,0
124,4,1,0.539973942459977,0
125,4,1,0.415351196480999,0
126,4,1,0.781028796597764,0
127,4,1,0.094824723341389,0
128,4,1,0.231910345806495,0
129,4,1,0.605507597543147,0
130,4,1,0.392410678975389,0
131,4,1,0.541730217188311,0
132,4,1,0.0926287536131561,0
133,4,1,0.610491335256482,0
134,4,1,0.462819913662156,0
135,4,1,-0.00221984567688968,0
136,4,1,0.264226998287037,0
137,4,1,0.0110688092523499,0
138,4,1,0.305189177066222,0
139,4,1,0.273899152784107,0
140,4,1,0.0433187786317769,0
141,4,1,0.476634304207477,0
142,4,1,0.525237083658078,0
143,4,1,0.451107587987758,0
144,4,1,0.787790791538677,0
145,4,1,0.319579448893526,0
146,4,1,0.0956915516775712,0
147,4,1,0.783125199128471,0
148,4,1,0.360190657914569,0
149,4,1,0.0905984679256367,0
150,4,1,0.416287840539249,0
151,4,1,0.387061250113904,0
152,4,1,0.29160928923308,0
153,4,1,0.717184669572087,0
154,4,1,1.14465653887514,0
155,4,1,0.467383290903966,0
156,4,1,1.1330397050534,0
157,4,1,0.565641778513919,0
158,4,1,0.391472074788218,0
159,4,1,0.509936734326058,0
160,4,1,0.163911344530857,0
161,4,1,0.544039749527429,0
162,4,1,0.464563069657344,0
163,4,1,0.617110894584914,0
164,4,1,0.226700723251544,0
165,4,1,0.393732326420752,0
166,4,1,0.397619850506719,0
167,4,1,0.65597768953562,0
168,4,1,0.122300373631536,0
169,4,1,0.244261649850833,0
170,4,1,0.103342831036413,0
171,4,1,0.0341638091801571,0
172,4,1,0.443251314545286,0
173,4,1,0.465945820387,0
174,4,1,0.536857872185178,0
175,4,1,0.286934388234248,0
176,4,1,0.726193895228288,0
177,4,1,0.355673366989821,0
178,4,1,0.722596053691171,0
179,4,1,0.611757927740423,0
180,4,1,0.0104700832549479,0
181,4,1,0.623335297727398,0
182,4,1,0.197188987106984,0
183,4,1,0.185720959229486,0
184,4,1,0.426183897219427,0
185,4,1,0.626753887723887,0
186,4,1,0.47835182070336,0
187,4,1,0.593543163254727,0
188,4,1,0.380994807263831,0
189,4,1,0.217505449708722,0
190,4,1,0.694620666289812,0
191,4,1,0.472847601909463,0
192,4,1,0.155519113479888,0
193,4,1,0.469926176455301,0
194,4,1,0.191461417366897,0
195,4,1,0.134682820840324,0
196,4,1,0.144781128493138,0
197,4,1,0.494994543943597,0
198,4,1,0.0447360136934237,0
199,4,1,-0.0501784568390585,0
200,4,1,0.772093079195307,0
1,5,1,-0.00732450749230925,0
2,5,1,0.0185738517584848,0
3,5,1,0.0065169473539694,0
4,5,1,-0.00585972459653393,0
5,5,1,-0.0239901867201253,0
6,5,1,0.0387676020948354,0
7,5,1,-0.0230558598700249,0
8,5,1,-0.0109851287908608,0
9,5,1,-0.0172948385047846,0
10,5,1,-0.010471149868093,0
11,5,1,0.0227327592183112,0
12,5,1,0.019763017177988,0
13,5,1,-0.0157355197067571,0
14,5,1,0.0240897012393818,0
15,5,1,0.00722741625749072,0
16,5,1,0.0008175126806053,0
17,5,1,-0.0223135607149542,0
18,5,1,-0.0227655526582081,0
19,5,1,-0.0391205875191519,0
20,5,1,0.0275979804668611,0
21,5,1,0.0644804949079903,0
22,5,1,0.00791977350694041,0
23,5,1,0.0297784700587236,0
24,5,1,0.00479332135593332,0
25,5,1,-0.025673246749632,0
26,5,1,-0.027286332566086,0
27,5,1,0.00315264291196889,0
28,5,1,-0.0150084489828205,0
29,5,1,0.0384012701444658,0
30,5,1,-0.0411757327853926,0
31,5,1,-0.00687711347647436,0
32,5,1,0.00385645266190763,0
33,5,1,-0.0482255789367059,0
34,5,1,0.0212758165952133,0
35,5,1,-0.0126459583840071,0
36,5,1,-0.00842882797366666,0
37,5,1,0.0152549118200656,0
38,5,1,0.0135652877251535,0
39,5,1,-0.0186415484357459,0
40,5,1,0.00281287526346289,0
41,5,1,-0.00380631933430938,0
42,5,1,0.00389158094848913,0
43,5,1,0.0151869105273047,0
44,5,1,0.0112060343979141,0
45,5,1,-0.0139043476083625,0
